record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,year_in_scope,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record,coord_status,family,discovery_sites,habitat,altitude,migratory_status,china_red_list,endemic,source_title,source_journal,source_authors,doi,link
950,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Hainan,2021,TRUE,LC,Range Shift,Field Observation and Photography,109.32,19.75,Pelecaniformes,Hainan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Lesser Whitethroat and Glossy Ibis in Hainan Province,彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Panshan Village, Danzhou, Hainan Province, China",Farmland/Tea Plantation,NA,Full Migrant,NT,NO,New Bird Record of Lesser Whitethroat and Glossy Ibis in Hainan Province,Sichuan Journal of Zoology,Chen Zhengping; Lin Sidan; Bi Yusheng; Liang Wei,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIRQdmLl_bfNFXOg3crSsp35QNa-cVjf64rnmyklxSxvwoEgSbhEI7ZzEACSEcvAKhDF4m_gqQZCswDSoZ7eQFDK40xHxr4aFfMW9KHvnWxbw8saj6t5QAXlkFsijMzb9JUeh1DlQH2wTfqyZIDGWPZjqVvXvyJPZ9eEjeXaupMsA==&uniplatform=NZKPT&language=CHS
951,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Henan,2014,TRUE,LC,Insufficient Survey Effort,Field Observation and Photography,114.33,31.95,Pelecaniformes,Henan,LC,Survey gap or under-sampling,Field Observation and Photography,Glossy Ibis Found in Henan Province,彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Paddy Field, Lingshan Town Vicinity, Luoshan County, Henan Province, China",Farmland/Tea Plantation,18 m,Full Migrant,NT,NO,Glossy Ibis Found in Henan Province,Chinese Journal of Zoology,Xi Bo; Pan Maosheng; Yu Jin; Zhang Peng; Huang Tao,10.13859/j.cjz.201501022,NA
952,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Hubei,2017,TRUE,LC,NA,Field Observation and Photography,114.15,30.75,Pelecaniformes,Hubei,LC,Other,Field Observation and Photography,"Glossy Ibis Plegadis falcinellus Found in Wuhan, Hubei",彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Fu River Boquanduan, Dongxihu District, Wuhan, Hubei Province, China",Mixed Habitat,NA,Full Migrant,NT,NO,"Glossy Ibis Plegadis falcinellus Found in Wuhan, Hubei",Chinese Journal of Zoology,Xie Honggang; Lei Jinyu; Hu Shanlin; Chen Tao; Ye Ming,10.13859/j.cjz.201801022,NA
953,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Jiangsu,2020,TRUE,LC,NA,Field Observation and Photography,120.78,32.98,Pelecaniformes,Jiangsu,LC,Other,Field Observation and Photography,Record of Glossy Ibis in Jiangsu Province,彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Dafeng Milu National Nature Reserve, Yancheng, Jiangsu Province, China",Wetland,NA,Full Migrant,NT,NO,Record of Glossy Ibis in Jiangsu Province,Chinese Journal of Wildlife,Liu Bin; Xue Dandan; An Yuting; Wang Libo; Sun Daming; Yang Yuzhi; Lu Zhanghu,10.19711/j.cnki.issn2310-1490.2021.02.041,NA
954,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Jiangxi,2017,TRUE,LC,Range Shift,Field Observation and Photography,116.31,28.76,Pelecaniformes,Jiangxi,LC,Range shift or distribution change,Field Observation and Photography,A Newly Recorded Bird from Jiangxi Province———Glossy Ibis (Plegadis falcinellus),彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Wuxing Farm, Nanchang, Jiangxi Province, China",Farmland/Tea Plantation,NA,Full Migrant,NT,NO,A Newly Recorded Bird from Jiangxi Province———Glossy Ibis (Plegadis falcinellus),Jiangxi Science,Lu Ping; Wang Lanhua; Zhi Yijin; Shao Mingqin; Dai Nianhua,10.13990/j.issn1001-3679.2017.02.015,https://link.cnki.net/doi/10.13990/j.issn1001-3679.2017.02.015
955,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Tianjin,2014,TRUE,LC,Range Shift,Field Observation and Photography,117.33,38.76,Pelecaniformes,Tianjin,LC,Range shift or distribution change,Field Observation and Photography,The New Record of Birds in Tianjin,彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Ten-Thousand-Mu Fishpond, Beidagang, Tianjin, China",Wetland,NA,Full Migrant,NT,NO,The New Record of Birds in Tianjin,Journal of Inner Mongolia University (Natural Science Edition),Wang Fengqin; Wei Wei; Shao Xiaolong,10.13484/j.nmgdxxbzk.20170314,NA
956,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Tibet,2018,TRUE,LC,NA,Field Observation and Photography,89.07,31.01,Pelecaniformes,Xizang,LC,Other,Field Observation and Photography,"Glossy Ibis (Plegadis falcinellus) Found in Mujiu Lake, Tibet",彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Mujiucuo, Shenzha County, Nagqu, Tibet, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,"Glossy Ibis (Plegadis falcinellus) Found in Mujiu Lake, Tibet",Chinese Journal of Zoology,Yang Le; Liu Shansi; Gao Chang; Yi Xiduoji; Zhou Shengling; Que Pinjia,10.13859/j.cjz.201904030,NA
957,Plegadis falcinellus,PELECANIFORMES,PELECANIFORMES,NA,Yunnan,2012,TRUE,LC,Range Shift,Field Observation and Photography,102.5,24.34,Pelecaniformes,Yunnan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Yunnan Province,彩鹮,Glossy Ibis,NA,raw_table,FALSE,1,TRUE,valid,Threskiornithidae,"Yuquan Park, Dayingjie Town, Yuxi, Yunnan Province, China",Mixed Habitat,NA,Full Migrant,NT,NO,New Bird Records in Yunnan Province,Sichuan Journal of Zoology,Zhao Xuebing; Chen Mingyan; He Zhixue; Wang Zijiang; Wu Zhaolu,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKgRyX_JUPjSlDBwS5ptRiZNm4NeycdVKIon0jHmYw30iXNQ8us8pjfpSh1tBy7cCofQ2a6w-wGtIYDwQY2hXUUH0UyPdsPpWg5qe0guZWbJFz1GFfMDe15vzlEDl0Eu-td4e24eD2TTxYrCaKJ6EWCBGSpwdYCq7fs-t76sptufg==&uniplatform=NZKPT&language=CHS
958,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Anhui,2022,TRUE,LC,Range Shift,Field Observation and Photography,117.02,30.33,Phoenicopteriformes,Anhui,LC,Range shift or distribution change,Field Observation and Photography,New distribution record of Greater Flamingo Phoenicopterus roseus in Anhui Province,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Xishan Village, Shengjin Lake National Nature Reserve, Anhui Province, China",Wetland,6m,Full Migrant,NT,NO,New distribution record of Greater Flamingo Phoenicopterus roseus in Anhui Province,Journal of Anhui University (Natural Sciences),Pan Chengrong; Xu Sheng; Qian Zhenbing; Song Yunwei; Wang Guangyao; Song Xiangrong; Li Chunlin,10.3969/j.issn.1000-2162.2024.02.014,NA
959,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Beijing,2015,TRUE,LC,Range Shift,Field Observation and Photography,116.63,39.71,Phoenicopteriformes,Beijing,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Hoyo et al in Beijing,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Nanhaizi Milu Park, Beijing, China",Wetland,NA,Full Migrant,NT,NO,New Bird Record of Hoyo et al in Beijing,Sichuan Journal of Zoology,Chen Qi; Zhang Shumiao; Zhu Bingrun; Guo Geng,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIA11hInqnjs7QPfU3ZzCeYJyGhpr54kvpWFXm2RbgwUac4_qM4otUb8XclL1XJ0CcJSSxSgZzoA79UeHb3MKJGyQUE2OZ5HBk2F-GNAH8_WxfFUxz2ZzKyIqOHfIHx9nt4BWpeh3yvmTn4bX57lpHc1zXBIssdaBg2gSWKbkvkkw==&uniplatform=NZKPT&language=CHS
960,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Liaoning,2019,TRUE,LC,Range Shift,Field Observation and Photography,121.27,40.27,Phoenicopteriformes,Liaoning,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record in Liaoning Province—Greater Flamingo,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Sea Area South Of Xiaolinghe Bridge, Linghekou, Jinzhou, Liaoning Province, China",Coastal/Marine Habitat,NA,Full Migrant,NT,NO,A New Bird Record in Liaoning Province—Greater Flamingo,Liaoning Forestry Science and Technology,Zhao Jichuan,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_p1_kOG3MU57xiYK2dB2KJukUL-lR9IVIh7hiNJrV62MUFAiLx0eCaaDYhCW7SzzXH0gtsR67UIn50TnyQggql2G87E1l3xH5vLNcKWODqwDvGyFQB9Ir4S_3BLaaLrM4ZpzYVLq3GgZLYHNPp--4EN5WIUFWbZdrZsT9cqvl31BQ==&uniplatform=NZKPT&language=CHS
961,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Inner Mongolia,2015,TRUE,LC,Range Shift,Field Observation and Photography,101.29,42.3,Phoenicopteriformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Inner Mongolia,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Juyan Lake, Ejin Banner, Alxa League, Inner Mongolia, China",Wetland,912 m,Full Migrant,NT,NO,New Bird Records in Inner Mongolia,Sichuan Journal of Zoology,Fang Haitao; Feng Guilin,NA,https://www.scdwzz.com/thesisDetails?columnId=29332656&Fpath=home&index=0&lang=zh
962,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Ningxia,2015,TRUE,LC,Range Shift,Field Observation and Photography,106.26,36.1,Phoenicopteriformes,Ningxia,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Ningxia Hui Autonomous Region,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Guyuan Qingshui River National Wetland Park (Former Shenjiahe Reservoir, Yuanzhou District, Guyuan City), Ningxia, China",Wetland,4 673 m,Full Migrant,NT,NO,New Bird Records in Ningxia Hui Autonomous Region,Sichuan Journal of Zoology,Zhang Dazhi; Wang Jie; Yang Guijun; Cheng Xiaolong; Kuan Rong,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJOePmQEv3PPpneHIYif-2WXkRYZO29cz8m3f92C4Ogbq0_ZSRb6VkVPtOU8fmCOKWAbgjrCZemWg_FRJWH7oMqTSve6AK2aeGeIrrM8G5rAK7jLgKBnpBj9BrmvAxkabNz8S9W-7WfsdDjMAH65oWckUFuIxQTrelOvrUWXSVIbw==&uniplatform=NZKPT&language=CHS
963,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Qinghai,2013,TRUE,LC,Range Shift And Insufficient Survey Effort,Dead Individual Record; Field Observation and Photography,97.42,36.67,Phoenicopteriformes,Qinghai,LC,Mixed: range change + survey/technology,Dead Individual Record; Field Observation and Photography,Greater Flamingo Found in Qinghai Province,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Inlet Area On The Southwest Shore Of Keluke Lake, Qinghai Province, China",Rivers/Lakes/Water Bodies,1646 m,Full Migrant,NT,NO,Greater Flamingo Found in Qinghai Province,Chinese Journal of Zoology,Zhang Yu; Zheng Ze; Song Xiaoying; Yi Lvbei; Zheng Guiyun; Li Jinhua; Cai Zhenyuan,10.13859/j.cjz.201403025,NA
964,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Shandong,2014,TRUE,LC,Range Shift,Field Observation and Photography,118.52,35.42,Phoenicopteriformes,Shandong,LC,Range shift or distribution change,Field Observation and Photography,A NEW RECORD OF GREATER-FLAMINGO FOUND IN SHANDONG,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Old Course Of Yellow River, Dongying, Shandong Province, China; Taibai Lake, Rencheng District, Jining, Shandong Province, China; Wanbao Aquaculture Farm, Rizhao, Shandong Province, China; Liangchenghe River Estuary, Rizhao, Shandong Province, China; Liujiawan, Rizhao, Shandong Province, China; Futuanhe River Estuary, Rizhao, Shandong Province, China; Hetao Beach, Qingdao, Shandong Province, China",Coastal/Marine Habitat,NA,Full Migrant,NT,NO,A NEW RECORD OF GREATER-FLAMINGO FOUND IN SHANDONG,Journal of Shandong Normal University (Natural Science),Zhang Yuexia; Song Zeyuan; Sai Daojian,10.3969/j.issn.1001-4748.2016.04.027,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_qW2wo5GIwvpF8RGGINWJWDL3n1F7HAP4BuR28Ec_HUmiCLvwJs3TGGHUnsu4-_r2btuDCUdLBaiMJTAUiCRmU6-f_sgLS3eaduP7mgi7Hk673VBu0REcImrINP7A9VTz22N7TxHR7j8RU1tahtX0K6Dgr8zb4qVNn5G4UP7mkG5IlwyUTUxZY4&uniplatform=NZKPT&language=CHS
965,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Shaanxi,2009,TRUE,LC,Range Shift,Field Observation and Photography,109.01,34.38,Phoenicopteriformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Shaanxi Province,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Chan-Ba River Confluence Area, Xi'an, Shaanxi Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,New Bird Records in Shaanxi Province,Sichuan Journal of Zoology,Feng Tuo; Li Feng; Wang Qingxiong; Jia Rui; Wang Jianwei,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_oAtOPzQ0foZchq2ejMj8dYMgTLvNEntMMysuGwhIR9AB2R2nx1AAt6zrnEUWw_-sNMd5LHr6wXAtKI9VzTrDfn4gz-3NZSByN49GLnW3qbsFe23jwBFrm9zO8KOzBUIsmv_Su6QO0eIJLtTONaV-qnyXZdhdBKccwlRPx2_k2pfA==&uniplatform=NZKPT&language=CHS
966,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Shanghai,2019,TRUE,LC,Range Shift,Field Observation and Photography,121.86,31.6,Phoenicopteriformes,Shanghai,LC,Range shift or distribution change,Field Observation and Photography,Greater Flamingo( Phoenicopterus roseus) Recorded on Chongming Island，Shanghai,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Beibajiao Wetland, Chongming Dongtan, Shanghai, China",Wetland,NA,Full Migrant,NT,NO,Greater Flamingo( Phoenicopterus roseus) Recorded on Chongming Island，Shanghai,Chinese Journal of Wildlife,Xu Xi; Luo Zukui; Ran Jingcheng,10.19711/j.cnki.issn2310-1490.2019.04.041,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2019.04.041
967,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Sichuan,2018,TRUE,LC,Range Shift,Rescue Record,30.98,30.98,Phoenicopteriformes,Sichuan,LC,Range shift or distribution change,Rescue Record,Bird Record from Sichuan Province,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,lon_eq_lat_artefact,Phoenicopteridae,"Suburbs, Lezhi County, Sichuan Province, China; Yazi River, Guanghan, Sichuan Province, China; Jintang County, Sichuan Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,Bird Record from Sichuan Province,Sichuan Journal of Zoology,Zhang Qiongyue; Ma Lan; He Qianyun; Ran Jianghong,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIZh7HdZF17DNPymTshdptfug4DPzBoADjg8BQKST6o62bNhhgY1aD-HXVWj7HYDu99ojVAnWdVhkbwzq2VXkoo945M8uVq7xGluG_sIHV1-uGyE_5OWMADqWOO9SaJGeef1nQTxbXth8BkSAmLkQ5kD2YdahYfnrJ-tLeKcAvnlg==&uniplatform=NZKPT&language=CHS
968,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Tianjin,2016,TRUE,LC,Range Shift,Field Observation and Photography,117.33,38.76,Phoenicopteriformes,Tianjin,LC,Range shift or distribution change,Field Observation and Photography,The New Record of Birds in Tianjin,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Ten-Thousand-Mu Fishpond, Beidagang, Tianjin, China",Wetland,NA,Full Migrant,NT,NO,The New Record of Birds in Tianjin,Journal of Inner Mongolia University (Natural Science Edition),Wang Fengqin; Wei Wei; Shao Xiaolong,10.13484/j.nmgdxxbzk.20170314,NA
969,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Xinjiang,2000,TRUE,LC,Range Shift,Rescue Record,87.93,43.98,Phoenicopteriformes,Xinjiang,LC,Range shift or distribution change,Rescue Record,A NEW RECORD OF BIRD FROM CHINA,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Hamierbao, Xinjiang, China; Wulumuqi Airport, Xinjiang, China; Xiayedi 134 Tuanchang, Shawan County, Xinjiang, China; Zi, Shihe, Xinjiang, China",NA,3180 m,Full Migrant,NT,NO,A NEW RECORD OF BIRD FROM CHINA,Acta Zootaxonomica Sinica,Ma Ming; Lin Jichun; Zhang Fuhua,10.3969/j.issn.1000-0739.2000.02.024,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rXmbd6-SCG1cj97kn0E58bhsTvzXQuJIoOb3oRQAB4WAWK_uCCRbPLxOvMOvwMcZ3ZKBwgz35u4U9pfZQF1VZL6rfojD8fxRm_3TEXNhiyXKIiGZFZs2t4IEDH-Ygpxc6QMgDrmpgBQJ0XEIDBZmWYEwfsYU5hQmj8wkHjchOwFg==&uniplatform=NZKPT&language=CHS
970,Phoenicopterus roseus,PHOENICOPTERIFORMES,PHOENICOPTERIFORMES,NA,Yunnan,2020,TRUE,LC,Range Shift,Field Observation and Photography,103.27,26.7,Phoenicopteriformes,Yunnan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Greater Flamingo in Yunnan Province,大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE,valid,Phoenicopteridae,"Sanjia Village Vicinity, Daqiao Section, Huize Black-Necked Crane National Nature Reserve, Qujing, Yunnan Province, China",Wetland,2492 m,Full Migrant,NT,NO,New Bird Record of Greater Flamingo in Yunnan Province,Sichuan Journal of Zoology,Meng Ziwen; Xiao Linna; Liu Qiang; Yuan Rong; Chen Nanying; Xiao Liangkai,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJPEUxGxgS1bn-AdS6jk6yjh036-o22N7E3UdKXwIagAmXKognAyToZAsG9kLa1BPVnUdo3nACyhU4AITXIu24DfALAbar6UW3wd3P5NchdGX9nWoOlHQ3Ml8uU25BjZx6OU3LvXC8da-LznEXcXXxpkb-VZoMb4nhyvTXHOLXEsQ==&uniplatform=NZKPT&language=CHS
971,Indicator xanthonotus,PICIFORMES,PICIFORMES,NA,Sichuan,2021,TRUE,LC,Range Shift,Field Observation and Photography,103.02,29.17,Piciformes,Sichuan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of White-headed Duck and Yellow-rumped Honeyguide in Sichuan Province,黄腰响蜜鴷,Yellow-Rumped Honeyguide,NA,raw_table,FALSE,1,TRUE,valid,Indicatoridae,"Fengchang, Xiangbi Village, Bayuelin Nature Reserve, Jinkouhe District, Leshan, Sichuan Province, China",Mixed Habitat,1025 m,Not a Migrant,NA,NO,New Bird Record of White-headed Duck and Yellow-rumped Honeyguide in Sichuan Province,Sichuan Journal of Zoology,Huang Ke; Ren Xiaotong; Que Pinjia; Huang Hao,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKsQcK7pOcLmz_sv40QD3t1vQIbTc_YYIHCj5XaBgYOzhHG6v6ENnitz62tSIUdjkBFf3I3qW_X9Dy1qTZruzcA4etVcJU-nmr5VVPa8k2Bd63jb9vRhU3j0QaiwcsEH33BM83ubMOAd5oC5Acty5CuQcG55ZPU7Pd8FlvAKENYRw==&uniplatform=NZKPT&language=CHS
972,Psilopogon faber,PICIFORMES,PICIFORMES,NA,Zhejiang,2016,TRUE,LC,NA,Field Observation and Photography; Vocalization Record,119.47,26.28,Piciformes,Zhejiang,LC,Other,Field Observation and Photography; Vocalization Record,Chinese Barbet (Psilopogon faber) Found in Zhejiang Province,黑眉拟啄木鸟,Chinese Barbet,NA,raw_table,FALSE,1,TRUE,valid,Megalaimidae,"Fengyuan Forest Farm, Liandu District, Lishui, Zhejiang Province, China; Shenlonggu Scenic Area, Suichang County, Lishui, Zhejiang Province, China",Forest,"530m, 550m, 350m, 400m",Not a Migrant,LC,NO,Chinese Barbet (Psilopogon faber) Found in Zhejiang Province,Chinese Journal of Zoology,Liu Baoquan; Zhuge Gang; Tang Teng; Song Shihe; Li Xuan,10.13859/j.cjz.201806020,NA
973,Psilopogon faiostrictus,PICIFORMES,PICIFORMES,NA,Guangxi,2008,TRUE,LC,Range Shift,Specimen Collection,106.85,22.34,Piciformes,Guangxi,LC,Range shift or distribution change,Specimen Collection,New Bird Record of Megalaima faiostricta in Guangxi,黄纹拟啄木鸟,Green-Eared Barbet,NA,raw_table,FALSE,1,TRUE,valid,Megalaimidae,"Daqing Mountain, Longzhou County, Southwestern Guangxi, Guangxi, China",NA,NA,Not a Migrant,NT,NO,New Bird Record of Megalaima faiostricta in Guangxi,Chinese Journal of Zoology,Wang Yingyong; Lei Jinyu; Liu Yang,10.13859/j.cjz.2008.02.007,https://link.cnki.net/doi/10.13859/j.cjz.2008.02.007
974,Psilopogon faiostrictus,PICIFORMES,PICIFORMES,NA,Yunnan,2015,TRUE,LC,Range Shift,Field Observation and Photography,103.69,22.94,Piciformes,Yunnan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Yunnan Province,黄纹拟啄木鸟,Green-Eared Barbet,NA,raw_table,FALSE,1,TRUE,valid,Megalaimidae,"Xiaoweishan, Hekou County, Yunnan Province, China",NA,582 m,Not a Migrant,NT,NO,New Bird Records in Yunnan Province,Sichuan Journal of Zoology,Luo Weixiong; Ceng Jimou; Zhong Yifeng; Mo Mingzhong,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULTSXjT36_dRBlRGi82_y9W1XdahJzRrp4kN-gfkJzdY2q3dG_71wV6XU2FfeM_HPQOrPVpbaspHbPDq_JXJpXuQqKERkbIK49Y0AAlqh2IutW79wwjC4ykDfWA9rSHGeY84peunpXmgDCIINXmao32yoIIjdxoEC3HmsGiIOAm-g==&uniplatform=NZKPT&language=CHS
975,Psilopogon virens,PICIFORMES,PICIFORMES,NA,Gansu,2016,TRUE,LC,Range Shift,Field Observation and Photography,105.51,32.97,Piciformes,Gansu,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Gansu Province,大拟啄木鸟,Great Barbet,NA,raw_table,FALSE,1,TRUE,valid,Megalaimidae,"Experimental Zone Wufanggou Woodland, Yuhe Provincial Nature Reserve, Gansu Province, China",Forest,1023 m,Altitudinal Migrant,LC,NO,New Bird Records in Gansu Province,Sichuan Journal of Zoology,Bai Yongxing; Hu Minghu; Ma Xiaoqiang; Li Hui; Zhao Xijun; Li Ailing,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJWZuF3xN1eDmhaDSlANKTYuoxKYe0gJsv0HDCGz-fWsA0CbrLURSc2layA0Etv-bmgrL9VePCk3aDt6J22zYAEmaGS0I_C1dmENvx0wvQx3a7JkkZKjrbPPh1wHXe_7nPwrOA434_WNH6ea5BReivgtdUHkxOPJGtCsMsal4h2_Q==&uniplatform=NZKPT&language=CHS
976,Dendrocopos hyperythrus,PICIFORMES,PICIFORMES,NA,Qinghai,2013,TRUE,LC,Insufficient Survey Effort,Field Observation and Photography,101.03,32.68,Piciformes,Qinghai,LC,Survey gap or under-sampling,Field Observation and Photography,Bird Record from Qinghai Province,棕腹啄木鸟,Rufous-Bellied Woodpecker,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Youyi Forest Farm, Make River Area, Sanjiangyuan National Nature Reserve, Qinghai Province, China; Gerize Gully Primary Forest Area, Make River Area, Sanjiangyuan National Nature Reserve, Qinghai Province, China; Mainstream Bank Of Make River, Sanjiangyuan National Nature Reserve, Qinghai Province, China",Forest,1099 m;1060 m,Full Migrant,LC,NO,Bird Record from Qinghai Province,Chinese Journal of Zoology,Chen Zhenning; Bao Min; Wang Jianting; Ceng Yang; Zhang Ying; Duan Pei,10.13859/j.cjz.201501025,NA
977,Picumnus innominatus,PICIFORMES,PICIFORMES,NA,Guangxi,2005,TRUE,LC,Range Shift,Specimen Collection,106.42,23.13,Piciformes,Guangxi,LC,Range shift or distribution change,Specimen Collection,Five New Records of Birds in Guangxi,斑姬啄木鸟,Speckled Piculet,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Diding Nature Reserve, Jingxi County, Guangxi, China",NA,3 240 m;3 480 m;3 270 m,Not a Migrant,LC,NO,Five New Records of Birds in Guangxi,Guangxi Sciences,Jiang Aiwu; Zhou; Fang; Huang Chengliang; Meng Yuanjun,10.13656/j.cnki.gxkx.2006.04.018,NA
978,Picumnus innominatus,PICIFORMES,PICIFORMES,NA,Shandong,2017,TRUE,LC,Range Shift,Field Observation and Photography,117.07,33.93,Piciformes,Shandong,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Shandong Province,斑姬啄木鸟,Speckled Piculet,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Taohuayuan Scenic Area, Tai'an, Shandong Province, China; Cypress Woodland, Foot Of Heilongtan Mountain, Tai'an, Shandong Province, China",Forest,510 m;356 m,Not a Migrant,LC,NO,New Bird Records in Shandong Province,Sichuan Journal of Zoology,Miao Xiulian; Sai Daojian; Liu Zhaorui; Zhang Peidong,NA,https://www.scdwzz.com/thesisDetails?columnId=29332723&Fpath=home&index=0&lang=zh
979,Picus chlorolophus,PICIFORMES,PICIFORMES,NA,Tibet,2019,TRUE,LC,NA,Field Observation and Photography,95.28,27.27,Piciformes,Xizang,LC,Other,Field Observation and Photography,"Eight Bird Species Newly Recorded in Motuo, Southeast Tibet",黄冠啄木鸟,Lesser Yellownape,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Evergreen Broad-Leaved Forest, Bari Village Vicinity, Medog County, Tibet, China; Woodland, Beibeng Village Vicinity, Tibet, China",Forest,NA,Not a Migrant,NT,NO,"Eight Bird Species Newly Recorded in Motuo, Southeast Tibet",Chinese Journal of Zoology,Que Pinjia; Chai Ziwen; Wu Yang; Zhang Zhengwang,10.13859/j.cjz.201905004,https://link.cnki.net/doi/10.13859/j.cjz.201905004
